,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/7,/intelcpu/0/load/8,/intelcpu/0/load/9,/intelcpu/0/load/10,/intelcpu/0/load/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Total","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Used Space","Used Space"
09/30/2024 15:37:06,0,0.78125,0,0,0,0,31.25,31.34328,23.8095226,20.63492,6.78751469,69.75058,16.5253716,7.16672134,58,345.000031,405.000031,0,0,18,0,0,6144,308.1914,5835.80859,5.016136,4.202,0.7910156,0.07519531,89.4910049,86.55914
09/30/2024 15:37:07,14.0625,0,0,0,0,0.78125,64.0625,50,70.7692261,93.84615,19.2728348,69.7839355,16.5332756,7.15881729,58,405.000031,405.000031,0,1,15,0,0,6144,308.1914,5835.80859,5.016136,4.612,0.461914063,0.001953125,89.4910049,86.55914
09/30/2024 15:37:08,3.90625,0,0,0,0,0,79.6875,87.5,77.77778,73.01587,20.3621025,69.77754,16.5317612,7.16033173,58,405.000031,405.000031,0,0,21,0,0,6144,308.3164,5835.68359,5.018171,3.903,0,0.048828125,89.4910049,86.55914
09/30/2024 15:37:09,3.076923,4.615384,2.30768919,0,0.7692337,0.7692337,43.75,73.8461456,66.15385,83.07693,18.1189957,69.91429,16.56416,7.1279335,58,232.000015,405.000031,0,35,18,0,28,6144,309.2539,5834.746,5.03342962,4.60100031,0.8496094,0.091796875,89.4910049,86.55914
09/30/2024 15:37:10,4.71230125,0.78125,0.78125,1.5625,2.3317337,0,21.53846,54.6875,29.2307682,26.1538448,9.49679,70.27817,16.6503677,7.041725,58,420.000031,405.000031,0,41,27,0,25,6144,309.2539,5834.746,5.03342962,4.618,0.8535156,0.09472656,89.4910049,86.55914
09/30/2024 15:37:11,5.44471169,1.5625,0,0,0.78125,0,42.1875,57.8125,57.8125,51.5625,14.0594959,70.23664,16.64053,7.05156326,58,420.000031,405.000031,0,0,23,0,0,6144,309.2539,5834.746,5.03342962,3.834,0,0,89.4910049,86.55914
09/30/2024 15:37:12,1.5625,1.5625,0,0,0,0,61.9047623,69.84126,79.6875,89.0625,19.1716251,70.25934,16.6459084,7.04618454,58,210.000015,405.000031,0,0,51,0,0,6144,309.2539,5834.746,5.03342962,3.8380003,0,0,89.4910049,86.55914
09/30/2024 15:37:13,1.5625,1.5625,0,0,0,0,100,100,100,100,25.390625,70.33513,16.6638641,7.02822876,59,1732.00012,7000.9834,0,0,0,0,0,6144,309.2539,5834.746,5.03342962,6.36500025,0,0,89.4910049,86.55914
09/30/2024 15:37:14,0.78125,0,0.78125,0,0,0,75,50.7936478,77.77778,58.73016,16.589159,70.3011551,16.6558151,7.036278,59,1732.00012,7000.9834,0,0,0,0,0,6144,309.2539,5834.746,5.03342962,13.8070011,0,0.00390625,89.4910049,86.55914
09/30/2024 15:37:15,0.78125,0,0,0,0,0,20.3125,16.9230766,23.0769215,21.53846,5.213338,70.30191,16.6559944,7.03609848,59,1732.00012,7000.9834,0,1,1,0,1,6144,308.8789,5835.121,5.027326,13.8460007,0.8642578,0.048828125,89.4910049,86.55914
09/30/2024 15:37:16,0,1.5625,0,0,0,0,26.5625,29.03226,34.375,28.125,7.576233,70.26308,16.6467934,7.04529953,58,270,810.000061,0,3,5,0,1,6144,308.8789,5835.121,5.027326,6.603,0.483398438,0.08691406,89.4910049,86.55914
09/30/2024 15:37:17,0,0,0,0,0,0,20.3125,16.6666679,48.4375,26.5625,6.9987,70.2414551,16.64167,7.05042267,58,210.000015,405.000031,0,0,31,0,0,6144,308.8789,5835.121,5.027326,3.94500017,0,0,89.4910049,86.55914
09/30/2024 15:37:18,0,0,0,0,0,0,42.1875,65.625,73.4375,71.875,15.8203125,70.24942,16.6435585,7.04853439,58,210.000015,405.000031,0,0,47,0,0,6144,308.8789,5835.121,5.027326,3.79600024,0,0,89.4910049,86.55914
09/30/2024 15:37:19,0,0,0,1.5625,0.78125,0,74.60318,82.8125,82.53968,90.625,20.9542389,70.01482,16.5879745,7.10411835,58,210.000015,405.000031,0,0,39,0,0,6144,308.8789,5835.121,5.027326,3.65100026,0.015625,0.001953125,89.4910049,86.55914
09/30/2024 15:37:20,0,0,0,0,0,0.78125,9.230768,36.5079346,25,36.5079346,6.800568,70.03747,16.5933418,7.098751,58,210.000015,405.000031,0,0,37,0,0,6144,309.2539,5834.746,5.03342962,3.70700026,0,0.0341796875,89.4910049,86.55914
09/30/2024 15:37:21,0.78125,0.78125,0,0,0,0,45.3125,44.6153831,53.8461571,61.53846,13.0273457,70.02546,16.5904961,7.101597,58,210.000015,405.000031,0,31,31,0,25,6144,309.2539,5834.746,5.03342962,4.306,0.8466797,0.068359375,89.4910049,86.55914
09/30/2024 15:37:22,4.6875,17.1875,0.78125,1.5625,0,1.5625,15.8730145,10.9375,7.8125,17.1875,6.46081543,70.2114258,16.6345558,7.057537,58,240.000015,405.000031,0,43,32,0,25,6144,309.1289,5834.871,5.031395,4.814,0.422851563,0,89.4910049,86.55914
09/30/2024 15:37:23,0,2.34375,0,0,0,0,63.0769272,74.60318,51.5625,70.3125,16.51516,70.2657,16.6474152,7.04467773,58,240.000015,405.000031,0,0,22,0,0,6144,309.1289,5834.871,5.031395,3.85900021,0,0,89.4910049,86.55914
09/30/2024 15:37:24,0,2.34375,0,0,0,0,10.9375,29.2307682,63.4920578,63.4920578,10.74,70.25395,16.64463,7.04746246,58,210.000015,405.000031,0,0,34,0,0,6144,309.1289,5834.871,5.031395,3.62100029,0,0.046875,89.4910049,86.55914
09/30/2024 15:37:25,0,2.34375,0,0,0,0,31.25,20.96774,54.6875,51.5625,10.1972046,70.24272,16.6419716,7.05012131,58,210.000015,405.000031,0,0,28,0,0,6144,309.6914,5834.30859,5.04055,3.72100019,0,0,89.4910049,86.55914
09/30/2024 15:37:26,4.6875,1.5625,0,0,0,0,10.9375,45.4545441,16.9230766,44.6153831,8.151901,70.3517761,16.6678085,7.02428436,58,210.000015,405.000031,0,15,13,0,12,6144,308.1289,5835.871,5.015119,3.92100024,0,0,89.4910049,86.55914
09/30/2024 15:37:27,7.03125,0,0,0,0,0,30.1587276,11.1111107,20.3125,19.0476189,5.91827631,70.34175,16.665432,7.026661,58,255.000015,405.000031,0,49,34,0,21,6144,308.1289,5835.871,5.015119,3.98800015,0.8486328,0.046875,89.4910049,86.55914
09/30/2024 15:37:28,0,2.34375,0,0,0,0,23.8095226,35.9375,21.875,41.53846,7.99049759,70.34023,16.6650734,7.0270195,58,330.000031,405.000031,0,9,33,0,5,6144,308.1289,5835.871,5.015119,4.44300032,0.015625,0.0498046875,89.4910049,86.55914
09/30/2024 15:37:29,0,3.125,0,0,0,0,50,46.1538429,51.5625,59.375,13.3338337,70.33072,16.6628189,7.029274,58,330.000031,405.000031,0,0,50,0,0,6144,308.1289,5835.871,5.015119,3.89600015,0,0,89.4910049,86.55914
09/30/2024 15:37:30,0.78125,2.34375,0,0,0,0.78125,9.375,32.8125,43.75,50,8.984375,70.28558,16.6521263,7.03996658,58,210.000015,405.000031,0,5,12,0,1,6144,308.4414,5835.55859,5.020205,3.7900002,0,0,89.4910049,86.55914
09/30/2024 15:37:31,1.5625,0.78125,0,0,0,0,4.6875,17.7419357,4.6875,14.0625,2.86668539,70.28567,16.6521454,7.03994751,58,210.000015,405.000031,0,0,30,0,0,6144,308.5039,5835.496,5.02122259,3.73500013,0,0,89.49119,86.55914
09/30/2024 15:37:32,0.78125,0,0,0,0,0,7.8125,24.6153831,12.5,20.3125,4.17518044,70.28419,16.6517944,7.04029846,58,210.000015,405.000031,0,0,51,0,0,6144,308.5039,5835.496,5.02122259,3.70200014,0,0,89.49119,86.55914
09/30/2024 15:37:33,3.125,0.78125,0,0,0,0.7692337,25,58.4615364,64.0625,31.25,11.7578144,70.19681,16.6310921,7.061001,58,210.000015,405.000031,0,0,54,0,0,6144,308.5039,5835.496,5.02122259,3.64400029,0,0,89.49119,86.55914
09/30/2024 15:37:34,0,0,0,0,0,0,45.3125,66.6666641,79.36508,84.12698,17.2169514,70.0469055,16.5955772,7.09651566,58,210.000015,405.000031,0,0,63,0,0,6144,308.5039,5835.496,5.02122259,3.63900018,0,0,89.49119,86.55914
09/30/2024 15:37:35,0,0,0,0,0,0,23.4375,68.75,60.0000038,80,14.5117226,69.9766846,16.5789413,7.11315155,58,210.000015,405.000031,0,0,61,0,0,6144,308.5039,5835.496,5.02122259,3.63100028,0,0,89.49119,86.55914
09/30/2024 15:37:36,0,0,0,0,0,0,15.625,18.4615364,38.0952377,70.3125,8.905888,69.9775848,16.579155,7.112938,58,210.000015,405.000031,0,0,55,0,0,6144,308.5039,5835.496,5.02122259,3.62800026,0,0,89.49119,86.55914
09/30/2024 15:37:37,0.78125,0,0,0.78125,0.78125,0,15.625,45.3125,9.230768,26.5625,6.338644,70.03315,16.59232,7.09977341,58,210.000015,405.000031,0,0,45,0,0,6144,308.5039,5835.496,5.02122259,3.63600016,0,0.0498046875,89.49119,86.55914
09/30/2024 15:37:38,3.20060253,2.34375,0,2.34375,1.5625,0,40.625,32.8125,45.3125,56.25,12.1188278,70.33516,16.6638718,7.028221,58,210.000015,405.000031,0,36,28,0,24,6144,308.5664,5835.43359,5.02223969,4.02200031,0.625,0.076171875,89.49119,86.55914
09/30/2024 15:37:39,0.78125,0,0.78125,0,0,0,70.3125,49.2063446,71.42857,80.9523849,17.1890488,70.33241,16.66322,7.02887344,58,232.000015,405.000031,0,0,43,0,0,6144,308.6289,5835.371,5.023257,4.41500044,0.015625,0.048828125,89.49119,86.55914
09/30/2024 15:37:40,3.90625,0,0.78125,6.25,0,0,87.30159,73.8461456,75.38461,66.15385,20.28507,70.34961,16.6672935,7.02479935,58,232.000015,405.000031,0,0,29,0,0,6144,308.2539,5835.746,5.01715326,3.78100014,0,0,89.49119,86.55914
09/30/2024 15:37:41,2.34375,0.78125,0,3.90625,0,0.78125,23.0769215,28.125,60.9375,87.30159,13.4416218,70.3244247,16.6613274,7.03076553,58,210.000015,405.000031,0,0,23,0,0,6144,308.2539,5835.746,5.01715326,3.762,0,0,89.49119,86.55914
09/30/2024 15:37:42,0.78125,0,3.90625,0,0,0,0,15.625,12.5,10.76923,3.01682949,70.3369446,16.6642952,7.0277977,58,210.000015,405.000031,0,0,51,0,0,6144,308.2539,5835.746,5.01715326,3.71800017,0,0,89.49119,86.55914
09/30/2024 15:37:43,7.03125,1.5625,0.78125,0.78125,0,0,4.6875,9.375,22.2222214,10.9375,4.22092056,70.4276,16.6857719,7.006321,58,210.000015,405.000031,0,16,19,0,7,6144,308.2539,5835.746,5.01715326,3.729,0.4345703,0.091796875,89.49119,86.55914
09/30/2024 15:37:44,11.71875,1.5625,1.5625,3.90625,0,0,23.4375,28.5714264,62.5,33.3333321,11.583889,70.42423,16.6849747,7.007118,58,307,405.000031,0,3,53,0,2,6144,308.2539,5835.746,5.01715326,4.629,0.421875,0,89.49119,86.55914
09/30/2024 15:37:45,0,0,2.30768919,0,0,0,52.3809547,73.4375,80,84.375,18.4255543,70.436264,16.6878242,7.00426865,58,307,405.000031,0,0,35,0,0,6144,308.2539,5835.746,5.01715326,3.70000029,0,0,89.49119,86.55914
09/30/2024 15:37:46,0,3.076923,0.7692337,0,0,0,57.5757561,78.78787,84.61539,96.969696,20.3525715,70.2800751,16.6508217,7.041271,58,210.000015,405.000031,0,6,25,0,2,6144,308.2539,5835.746,5.01715326,3.71800017,0.474609375,0.09472656,89.49119,86.55914
09/30/2024 15:37:47,2.30768919,4.6875,0,0.793647766,0.78125,0,39.0625,37.5,53.125,68.75,13.4736061,70.20947,16.6340942,7.05799866,58,285,405.000031,0,28,21,0,16,6144,308.2539,5835.746,5.01715326,4.734,0,0,89.49119,86.55914
09/30/2024 15:37:48,0,0,0,0,0,0,21.875,0,21.875,12.5,3.515625,70.1476,16.6194344,7.07265854,58,285,405.000031,0,0,38,0,0,6144,308.2539,5835.746,5.01715326,3.854,0,0,89.49119,86.55914
09/30/2024 15:37:49,0.78125,0.78125,0,0,0,0,12.5,6.349206,21.875,7.8125,3.22885513,70.09982,16.6081161,7.08397675,58,210.000015,405.000031,0,0,40,0,0,6144,308.2539,5835.746,5.01715326,3.64300013,0,0,89.49119,86.55914
09/30/2024 15:37:50,0,0,0,0,0,0,32.8125,80,81.25,70.3125,16.52344,70.105896,16.6095543,7.0825386,58,210.000015,405.000031,0,0,58,0,0,6144,308.2539,5835.746,5.01715326,3.63,0,0.046875,89.49119,86.55914
09/30/2024 15:37:51,0.78125,0.78125,0,2.34375,0,0,93.650795,96.82539,100,96.82539,24.6946335,70.12728,16.61462,7.07747269,58,210.000015,405.000031,0,39,27,0,28,6144,308.2539,5835.746,5.01715326,4.098,0.428710938,0.09472656,89.49119,86.55914
09/30/2024 15:37:52,0,0,0,0,0,0,100,100,100,100,25,70.18505,16.6283073,7.06378555,58,292,405.000031,0,0,43,0,0,6144,308.2539,5835.746,5.01715326,4.329,0.001953125,0,89.49119,86.55914
09/30/2024 15:37:53,0,0,0,0,0,0,28.125,42.1875,51.5625,45.3125,10.4492188,70.15727,16.621727,7.070366,58,210.000015,405.000031,0,0,36,0,0,6144,308.2539,5835.746,5.01715326,3.89900017,0.001953125,0,89.49119,86.55914
09/30/2024 15:37:54,0.78125,0.78125,0,0,0,0,0,17.1875,14.0625,3.125,2.34375,70.1653,16.6236267,7.068466,58,210.000015,405.000031,0,0,46,0,0,6144,308.2539,5835.746,5.01715326,3.6420002,0,0,89.49119,86.55914
09/30/2024 15:37:55,3.90625,0,0,0.78125,0.78125,0,4.6875,31.25,9.375,1.5625,3.61328125,69.94455,16.5713272,7.12076569,58,210.000015,405.000031,0,30,26,0,18,6144,308.2539,5835.746,5.01715326,3.7670002,0.8457031,0.09472656,89.49119,86.55914
09/30/2024 15:37:56,3.90625,0.78125,0.78125,1.58730149,0,0,42.85714,57.1428528,53.125,56.25,13.9679432,70.03706,16.5932465,7.09884644,58,352.000031,405.000031,0,0,34,0,0,6144,308.2539,5835.746,5.01715326,4.76500034,0,0,89.49119,86.55914
09/30/2024 15:37:57,2.34375,0,0,0,0,0,53.8461571,93.84615,67.1875,57.8125,17.336237,70.02951,16.5914574,7.10063553,58,352.000031,405.000031,0,0,59,0,0,6144,308.2539,5835.746,5.01715326,3.67100024,0,0.0341796875,89.49119,86.55914
09/30/2024 15:37:58,2.34375,0,0,0,0,0,32.8125,95.2381,65.625,90.47619,18.05246,70.02639,16.5907173,7.10137558,58,210.000015,405.000031,0,0,25,0,0,6144,308.2539,5835.746,5.01715326,3.77700019,0,0.046875,89.49119,86.55914
09/30/2024 15:37:59,0.78125,0,0,0,0,0.78125,9.375,39.9999962,64.0625,60.9375,11.0937481,70.0240555,16.5901642,7.10192871,58,210.000015,405.000031,0,10,28,0,5,6144,308.2539,5835.746,5.01715326,3.83500028,0,0.046875,89.49119,86.55914
09/30/2024 15:38:00,0.78125,0,0.78125,0,0,0,3.174603,17.4603157,17.1875,4.615384,2.84767747,70.03966,16.59386,7.09823227,58,210.000015,405.000031,0,14,22,0,7,6144,308.2539,5835.746,5.01715326,3.82600021,0.427734375,0.09472656,89.49119,86.55914
09/30/2024 15:38:01,5.46875,0.7692337,0,0,0,0,16.9230766,32.8125,34.375,42.85714,8.71523,70.07163,16.6014366,7.09065628,58,330.000031,405.000031,0,10,28,0,7,6144,308.2539,5835.746,5.01715326,4.691,0.0009765625,0,89.49127,86.55914
09/30/2024 15:38:02,0,0.78125,0,0,0,0,29.6875,50.7692337,39.0625,71.875,12.0597954,70.08406,16.6043816,7.08771133,58,330.000031,405.000031,0,15,20,0,12,6144,308.2539,5835.746,5.01715326,3.75700021,0.439453125,0.052734375,89.49127,86.55914
09/30/2024 15:38:03,0,1.5625,0.78125,0,0,0,4.6875,46.875,66.6666641,29.6875,9.537763,70.07801,16.6029472,7.08914566,58,210.000015,405.000031,0,1,22,0,0,6144,309.1914,5834.80859,5.032412,3.93900013,0,0,89.49127,86.55914
09/30/2024 15:38:04,0,0.78125,0.78125,0,0,0,12.5,42.1875,24.6153831,24.6153831,6.690204,69.8894958,16.5582848,7.133808,58,210.000015,405.000031,0,0,23,0,0,6144,309.1914,5834.80859,5.032412,3.69200015,0,0,89.49127,86.55914
09/30/2024 15:38:05,3.125,0.78125,0,0,0,0,11.1111107,36.5079346,6.25,28.5714264,5.640805,70.0060043,16.5858879,7.106205,58,210.000015,405.000031,0,3,27,0,0,6144,308.6289,5835.371,5.023257,3.844,0,0,89.49127,86.55914
09/30/2024 15:38:06,0.78125,3.90625,0,0,0,0,15.3846149,43.75,70.3125,47.6923065,11.6571484,70.38431,16.6755142,7.01657867,58,210.000015,405.000031,0,17,29,0,2,6144,300.7539,5843.246,4.895083,3.89600015,0.0048828125,0.0009765625,89.49127,86.55914
09/30/2024 15:38:07,1.5625,1.5625,0,0,0,0,7.8125,34.375,53.125,54.83871,9.775078,70.48194,16.6986465,6.99344635,58,247.000015,405.000031,0,0,14,0,0,6144,307.6289,5836.371,5.006981,4.2050004,0,0,89.49127,86.55914
09/30/2024 15:38:08,0,0,0,0,0,0,1.5625,6.153846,60.9375,21.2121181,5.616623,70.47501,16.6970062,6.99508667,58,210.000015,405.000031,0,0,32,0,0,6144,307.6289,5836.371,5.006981,3.67900014,0,0,89.49127,86.55914
09/30/2024 15:38:09,1.5625,0,0,0,0,0,6.25,4.76190472,23.8095226,0,2.371651,70.45204,16.6915627,7.00053024,58,210.000015,405.000031,0,0,38,0,0,6144,307.6289,5836.371,5.006981,3.6420002,0,0,89.49127,86.55914
09/30/2024 15:38:10,0,0,0,0,0,0,45.3125,32.8125,81.25,48.4375,12.9882813,70.4471741,16.69041,7.00168228,58,210.000015,405.000031,0,0,26,0,0,6144,307.6289,5836.371,5.006981,3.63,0,0,89.49127,86.55914
09/30/2024 15:38:11,0,0,0,0,0,0.78125,64.0625,70.3125,90.76923,100,20.4191685,70.43589,16.6877365,7.00435638,58,210.000015,405.000031,0,0,44,0,0,6144,307.6289,5836.371,5.006981,3.62100029,0,0,89.49127,86.55914
09/30/2024 15:38:12,0,0.78125,0,0,0,0,71.875,87.5,82.8125,82.8125,20.4101563,70.38243,16.6750717,7.017021,58,210.000015,405.000031,0,0,44,0,0,6144,307.6289,5836.371,5.006981,3.61200023,0,0,89.49127,86.55914
09/30/2024 15:38:13,0,0,0,0,0,0,10.9375,13.8461533,6.25,7.8125,2.427882,70.2643356,16.64709,7.045002,58,210.000015,405.000031,0,0,40,0,0,6144,307.6289,5836.371,5.006981,3.61600018,0,0,89.49127,86.55914
09/30/2024 15:38:14,0,0,0.78125,0,0,0,3.125,12.5,35.9375,12.6984119,4.11396027,70.19378,16.6303749,7.061718,58,210.000015,405.000031,0,0,44,0,0,6144,307.6289,5836.371,5.006981,3.62500024,0,0,89.49127,86.55914
09/30/2024 15:38:15,0,0,0,0,0,0,12.5,20.3125,15.625,46.875,5.95703125,70.02264,16.5898285,7.1022644,58,210.000015,405.000031,0,0,44,0,0,6144,307.6289,5836.371,5.006981,3.62300014,0,0,89.49127,86.55914
09/30/2024 15:38:16,0,0,0,0,0,0,76.1904755,76.1904755,79.36508,78.125,19.3669376,70.0047455,16.58559,7.10650253,58,210.000015,405.000031,0,0,51,0,0,6144,307.6289,5836.371,5.006981,3.624,0,0,89.49127,86.55914
09/30/2024 15:38:17,0,0.78125,0,0,0,0,67.69231,69.84126,67.69231,78.125,17.807085,69.9727554,16.57801,7.11408234,58,210.000015,405.000031,0,0,37,0,0,6144,307.6289,5836.371,5.006981,3.62000012,0,0,89.49127,86.55914
09/30/2024 15:38:18,10.9375,1.5625,0,0,0,0,6.25,36.363636,4.6875,29.2307682,6.345743,69.9888458,16.5818214,7.11027145,58,210.000015,405.000031,0,0,37,0,0,6144,307.6289,5836.371,5.006981,3.61500025,0,0,89.49127,86.55914
09/30/2024 15:38:19,5.46875,0,0.78125,0,1.5625,0,10.9375,15.625,15.625,20.3125,4.8828125,70.0185852,16.5888672,7.10322571,58,210.000015,405.000031,0,0,43,0,0,6144,307.6289,5836.371,5.006981,3.61800027,0,0,89.49127,86.55914
09/30/2024 15:38:20,0.78125,4.6875,0,0,0,0,12.5,12.6984119,17.1875,32.8125,5.38349152,70.0227661,16.589859,7.102234,58,210.000015,405.000031,0,0,38,0,0,6144,307.6289,5836.371,5.006981,3.62600017,0,0,89.49127,86.55914
09/30/2024 15:38:21,2.34375,0,0,0,0,0,35.9375,55.5555573,69.84126,42.1875,13.0130825,70.01937,16.5890541,7.103039,58,210.000015,405.000031,0,0,38,0,0,6144,307.6289,5836.371,5.006981,3.63200021,0,0,89.49127,86.55914
09/30/2024 15:38:22,3.125,0,0.78125,0,0.78125,0,30.6451626,33.3333321,27.6923065,51.5625,9.538019,70.0388641,16.5936737,7.098419,58,210.000015,405.000031,0,0,38,0,0,6144,307.6289,5836.371,5.006981,3.634,0,0,89.49127,86.55914
09/30/2024 15:38:23,4.6875,3.125,0,0,0,0,7.575756,10.9375,9.375,23.4375,4.184425,70.07455,16.6021271,7.089966,58,210.000015,405.000031,0,0,36,0,0,6144,307.6289,5836.371,5.006981,3.634,0,0,89.49127,86.55914
09/30/2024 15:38:24,3.90625,0.78125,0,0,0,0.78125,7.8125,15.625,25,17.1875,4.78515625,70.07176,16.6014671,7.090626,58,210.000015,405.000031,0,0,31,0,0,6144,307.6289,5836.371,5.006981,3.63800025,0,0,89.49127,86.55914
09/30/2024 15:38:25,2.34375,0.78125,0.78125,0.78125,0,0,29.6875,34.92063,15.625,25.3968239,7.18780756,70.09986,16.6081238,7.083969,58,210.000015,405.000031,0,0,40,0,0,6144,307.6289,5836.371,5.006981,3.63600016,0,0,89.49127,86.55914
09/30/2024 15:38:26,0.78125,0,0.78125,0,0,0,50,90.76923,71.42857,86.15385,18.8422928,70.1869049,16.628746,7.063347,58,210.000015,405.000031,0,0,49,0,0,6144,307.6289,5836.371,5.006981,3.62500024,0,0,89.49127,86.55914
09/30/2024 15:38:27,2.34375,0.78125,0,0,0,0,33.3333321,57.8125,63.0769272,37.5,12.3732929,70.1806,16.6272545,7.06483841,58,210.000015,405.000031,0,0,45,0,0,6144,307.6289,5836.371,5.006981,3.62800026,0,0,89.49127,86.55914
09/30/2024 15:38:28,2.34375,0,0,0,0,0,33.8461533,39.0625,40.625,17.1875,8.463043,70.15302,16.62072,7.071373,58,210.000015,405.000031,0,0,42,0,0,6144,307.6289,5836.371,5.006981,3.63900018,0,0,89.49127,86.55914
09/30/2024 15:38:29,1.5625,1.5625,0.78125,0,0,1.5625,1.5625,12.5,4.6875,6.25,2.24609375,70.13104,16.6155128,7.07658,58,210.000015,405.000031,0,0,37,0,0,6144,307.6289,5836.371,5.006981,3.64500022,0,0,89.49127,86.55914
09/30/2024 15:38:30,0,0,0,0,0,0,22.2222214,31.25,33.3333321,42.85714,8.103919,70.09747,16.60756,7.08453369,58,210.000015,405.000031,0,0,44,0,0,6144,307.6289,5836.371,5.006981,3.65600014,0,0,89.49127,86.55914
09/30/2024 15:38:31,0,0,0,0,0,0,20.3125,15.8730145,35.384613,49.2307663,7.55006075,70.0810547,16.6036682,7.08842468,58,210.000015,405.000031,0,0,42,0,0,6144,307.6289,5836.371,5.006981,3.65200019,0,0,89.4922,86.55914
09/30/2024 15:38:32,1.5625,2.34375,0,0,0,0,7.8125,45.3125,34.92063,51.5625,9.213787,69.97922,16.57954,7.11255264,58,210.000015,405.000031,0,0,47,0,0,6144,307.6289,5836.371,5.006981,3.64400029,0,0,89.4922,86.55914
09/30/2024 15:38:33,3.125,1.5625,0,0.78125,0,0,9.230768,13.8461533,26.1538448,18.75,4.93239164,69.847084,16.5482368,7.143856,58,210.000015,405.000031,0,0,32,0,0,6144,307.6289,5836.371,5.006981,3.64100027,0,0,89.4922,86.55914
09/30/2024 15:38:34,0.78125,0.78125,0,0.78125,0,0.793647766,25,35.9375,39.0625,53.125,9.962487,69.8311157,16.5444527,7.14764,58,210.000015,405.000031,0,0,38,0,0,6144,307.6289,5836.371,5.006981,3.65,0,0,89.4922,86.55914
09/30/2024 15:38:35,0,0.78125,0,0,0,0,50,50,62.5,79.6875,15.234375,70.02617,16.5906639,7.101429,58,210.000015,405.000031,0,0,27,0,0,6144,307.6289,5836.371,5.006981,3.69200015,0,0,89.4922,86.55914
09/30/2024 15:38:36,0,0,0,0,0,0,35.9375,61.9047623,65.07937,20.63492,11.4722843,70.02043,16.5893059,7.102787,58,210.000015,405.000031,0,0,35,0,0,6144,307.6289,5836.371,5.006981,3.72500014,0,0,89.4922,86.55914
09/30/2024 15:38:37,0,0.78125,0,0,0,0,4.6875,55.384613,60.0000038,38.4615364,10.00601,70.02284,16.5898781,7.102215,58,210.000015,405.000031,0,0,49,0,0,6144,307.6289,5836.371,5.006981,3.62500024,0,0,89.4922,86.55914
09/30/2024 15:38:38,1.53846145,0.78125,0,0,0,0,1.5625,40.625,14.0625,0,3.80558968,70.0291443,16.59137,7.10072327,58,210.000015,405.000031,0,0,44,0,0,6144,307.6289,5836.371,5.006981,3.61600018,0,0,89.4922,86.55914
09/30/2024 15:38:39,1.58730149,3.174603,0,0,0,0.793647766,17.1875,70.3125,65.625,22.2222214,11.6536436,70.04758,16.5957375,7.09635544,58,210.000015,405.000031,0,0,32,0,0,6144,307.6289,5836.371,5.006981,3.66100025,0,0,89.4922,86.55914
09/30/2024 15:38:40,3.90625,0,0,0,0,0.78125,4.6875,28.125,46.875,63.0769272,9.508711,70.04466,16.595047,7.097046,58,210.000015,405.000031,0,0,55,0,0,6144,307.6289,5836.371,5.006981,3.65500021,0,0,89.4922,86.55914
09/30/2024 15:38:41,0,0.78125,0,0,0,0.78125,28.125,53.125,52.3809547,45.3125,11.3792782,70.053894,16.5972328,7.09486,58,210.000015,405.000031,0,0,53,0,0,6144,307.6289,5836.371,5.006981,3.6190002,0,0,89.4922,86.55914
09/30/2024 15:38:42,1.5625,0.78125,0,0,0,0,6.25,6.25,39.9999962,40.625,6.113279,70.05505,16.5975075,7.09458542,58,210.000015,405.000031,0,0,53,0,0,6144,307.6289,5836.371,5.006981,3.61300015,0,0,89.4922,86.55914
09/30/2024 15:38:43,0,1.5625,0,0,0,0,17.1875,53.125,68.75,42.1875,11.5234375,70.04627,16.5954285,7.09666443,58,210.000015,405.000031,0,0,63,0,0,6144,307.6289,5836.371,5.006981,3.62100029,0,0,89.4922,86.55914
09/30/2024 15:38:44,0.78125,0.78125,0,0,0,0,14.0625,26.5625,21.875,25,5.6640625,70.0001755,16.584507,7.107586,58,210.000015,405.000031,0,0,60,0,0,6144,307.6289,5836.371,5.006981,3.62800026,0,0.046875,89.4922,86.55914
